PID	App. Year	Improvements	Land	Total	CollectedOn
320	2022	0	433100	433100	2023-08-17
320	2021	0	433100	433100	2023-08-17
320	2020	0	395000	395000	2023-08-17
321	2022	74900	140500	215400	2023-08-17
321	2021	74900	140500	215400	2023-08-17
321	2020	67200	99000	166200	2023-08-17
322	2022	0	273200	273200	2023-08-17
322	2021	0	273200	273200	2023-08-17
322	2020	0	226200	226200	2023-08-17
323	2022	150100	143800	293900	2023-08-17
323	2021	149300	143800	293100	2023-08-17
323	2020	119400	110400	229800	2023-08-17
324	2022	319900	137800	457700	2023-08-17
324	2021	319900	137800	457700	2023-08-17
324	2020	303200	99600	402800	2023-08-17
325	2022	750700	251100	1001800	2023-08-17
325	2021	750700	251100	1001800	2023-08-17
325	2020	713100	197900	911000	2023-08-17
326	2022	327800	180100	507900	2023-08-17
326	2021	327800	180100	507900	2023-08-17
326	2020	338700	138200	476900	2023-08-17
327	2022	252500	153200	405700	2023-08-17
327	2021	244400	153200	397600	2023-08-17
327	2020	166900	103600	270500	2023-08-17
328	2022	178800	161000	339800	2023-08-17
328	2021	178800	161000	339800	2023-08-17
328	2020	201300	124200	325500	2023-08-17
329	2022	110800	93200	204000	2023-08-17
329	2021	130800	93200	224000	2023-08-17
329	2020	105000	83900	188900	2023-08-17
330	2022	216200	201200	417400	2023-08-17
330	2021	228000	201200	429200	2023-08-17
330	2020	176300	161800	338100	2023-08-17
331	2022	62500	131800	194300	2023-08-17
331	2021	62500	131800	194300	2023-08-17
331	2020	75800	95300	171100	2023-08-17
333	2022	0	15700	15700	2023-08-17
333	2021	0	15700	15700	2023-08-17
333	2020	0	12100	12100	2023-08-17
334	2022	459600	318400	778000	2023-08-17
334	2021	459600	318400	778000	2023-08-17
334	2020	375400	284300	659700	2023-08-17
335	2022	103500	157100	260600	2023-08-17
335	2021	103500	157100	260600	2023-08-17
335	2020	121500	119100	240600	2023-08-17
336	2022	210700	158300	369000	2023-08-17
336	2021	210700	158300	369000	2023-08-17
336	2020	205600	120200	325800	2023-08-17
337	2022	630400	197400	827800	2023-08-17
337	2021	630400	197400	827800	2023-08-17
337	2020	656400	120600	777000	2023-08-17
339	2022	153000	140300	293300	2023-08-17
339	2021	153000	140300	293300	2023-08-17
339	2020	170300	89400	259700	2023-08-17
340	2022	382600	176700	559300	2023-08-17
340	2021	389200	199000	588200	2023-08-17
340	2020	350400	132800	483200	2023-08-17
341	2022	191600	123800	315400	2023-08-17
341	2021	191600	123800	315400	2023-08-17
341	2020	149100	80700	229800	2023-08-17
343	2022	238400	197200	435600	2023-08-17
343	2021	238400	197200	435600	2023-08-17
343	2020	220700	159000	379700	2023-08-17
344	2022	265500	504500	770000	2023-08-17
344	2021	265500	504500	770000	2023-08-17
344	2020	178700	452100	630800	2023-08-17
345	2022	288300	153300	441600	2023-08-17
345	2021	288300	153300	441600	2023-08-17
345	2020	248600	119100	367700	2023-08-17
346	2022	256900	159200	416100	2023-08-17
346	2021	256900	159200	416100	2023-08-17
346	2020	195900	119000	314900	2023-08-17
347	2022	8800	293500	302300	2023-08-17
347	2021	8800	293500	302300	2023-08-17
347	2020	8200	241900	250100	2023-08-17
348	2022	287400	149400	436800	2023-08-17
348	2021	287400	149400	436800	2023-08-17
348	2020	301800	115500	417300	2023-08-17
349	2022	0	102600	102600	2023-08-17
349	2021	0	102600	102600	2023-08-17
349	2020	0	93300	93300	2023-08-17
350	2022	0	52200	52200	2023-08-17
350	2021	0	52200	52200	2023-08-17
350	2020	0	45700	45700	2023-08-17
351	2022	284700	148900	433600	2023-08-17
351	2021	284700	148900	433600	2023-08-17
351	2020	276100	115000	391100	2023-08-17
355	2022	0	330300	330300	2023-08-17
355	2021	0	330300	330300	2023-08-17
355	2020	0	279100	279100	2023-08-17
357	2022	0	159000	159000	2023-08-17
357	2021	0	159000	159000	2023-08-17
357	2020	0	124500	124500	2023-08-17
358	2022	0	9300	9300	2023-08-17
358	2021	0	9300	9300	2023-08-17
358	2020	0	8400	8400	2023-08-17
359	2022	92400	135100	227500	2023-08-17
359	2021	92400	135100	227500	2023-08-17
359	2020	71900	97200	169100	2023-08-17
360	2022	128100	101800	229900	2023-08-17
360	2021	128100	101800	229900	2023-08-17
360	2020	93600	84300	177900	2023-08-17
361	2022	344600	367400	712000	2023-08-17
361	2021	344600	367400	712000	2023-08-17
361	2020	315000	311700	626700	2023-08-17
363	2022	392400	128100	520500	2023-08-17
363	2021	391000	128100	519100	2023-08-17
363	2020	314800	108300	423100	2023-08-17
364	2022	114400	98300	212700	2023-08-17
364	2021	114400	98300	212700	2023-08-17
364	2020	83300	72900	156200	2023-08-17
365	2022	544900	502900	1047800	2023-08-17
365	2021	544900	502900	1047800	2023-08-17
365	2020	538500	426400	964900	2023-08-17
368	2022	242900	111700	354600	2023-08-17
368	2021	242900	111700	354600	2023-08-17
368	2020	238100	102400	340500	2023-08-17
369	2022	477100	445900	923000	2023-08-17
369	2021	477100	445900	923000	2023-08-17
369	2020	450900	417800	868700	2023-08-17
370	2022	0	312000	312000	2023-08-17
370	2021	0	312000	312000	2023-08-17
370	2020	0	255600	255600	2023-08-17
371	2022	342300	166800	509100	2023-08-17
371	2021	342300	166800	509100	2023-08-17
371	2020	323100	154400	477500	2023-08-17
372	2022	219900	208700	428600	2023-08-17
372	2021	219900	208700	428600	2023-08-17
372	2020	209400	199900	409300	2023-08-17
375	2022	0	244100	244100	2023-08-17
375	2021	0	303100	303100	2023-08-17
375	2020	0	156600	156600	2023-08-17
376	2022	387900	326200	714100	2023-08-17
376	2021	387900	326200	714100	2023-08-17
376	2020	330500	292100	622600	2023-08-17
377	2022	34900	462600	497500	2023-08-17
377	2021	34900	462600	497500	2023-08-17
377	2020	42400	386700	429100	2023-08-17
378	2022	345600	142700	488300	2023-08-17
378	2021	345600	142700	488300	2023-08-17
378	2020	266300	122400	388700	2023-08-17
379	2022	65300	118000	183300	2023-08-17
379	2021	60600	118000	178600	2023-08-17
379	2020	39200	104100	143300	2023-08-17
380	2022	184800	157400	342200	2023-08-17
380	2021	184800	157400	342200	2023-08-17
380	2020	156000	125500	281500	2023-08-17
381	2022	73000	107800	180800	2023-08-17
381	2021	73000	107800	180800	2023-08-17
381	2020	61200	86800	148000	2023-08-17
382	2022	150900	158900	309800	2023-08-17
382	2021	150900	158900	309800	2023-08-17
382	2020	131200	139200	270400	2023-08-17
383	2022	0	376700	376700	2023-08-17
383	2021	0	376700	376700	2023-08-17
383	2020	0	314100	314100	2023-08-17
384	2022	115100	446700	561800	2023-08-17
384	2021	115100	446700	561800	2023-08-17
384	2020	34500	404600	439100	2023-08-17
385	2022	285900	172600	458500	2023-08-17
385	2021	285900	172600	458500	2023-08-17
385	2020	248400	188900	437300	2023-08-17
387	2022	0	32300	32300	2023-08-17
387	2021	0	32300	32300	2023-08-17
387	2020	0	23100	23100	2023-08-17
388	2022	0	73500	73500	2023-08-17
388	2021	0	73500	73500	2023-08-17
388	2020	0	60800	60800	2023-08-17
389	2022	267800	112600	380400	2023-08-17
389	2021	267800	112600	380400	2023-08-17
389	2020	266600	100400	367000	2023-08-17
390	2022	0	454600	454600	2023-08-17
390	2021	0	454600	454600	2023-08-17
390	2020	0	397500	397500	2023-08-17
391	2022	147800	321300	469100	2023-08-17
391	2021	147800	321300	469100	2023-08-17
391	2020	78600	252200	330800	2023-08-17
392	2022	490000	360400	850400	2023-08-17
392	2021	490100	360300	850400	2023-08-17
392	2020	439200	285600	724800	2023-08-17
394	2022	371100	355400	726500	2023-08-17
394	2021	371100	355400	726500	2023-08-17
394	2020	366000	281200	647200	2023-08-17
395	2022	332100	335700	667800	2023-08-17
395	2021	319100	335700	654800	2023-08-17
395	2020	289500	314100	603600	2023-08-17
398	2022	777200	1621300	2398500	2023-08-17
398	2021	777200	1621300	2398500	2023-08-17
398	2020	601100	327800	928900	2023-08-17
399	2022	354400	297700	652100	2023-08-17
399	2021	352100	297700	649800	2023-08-17
399	2020	312000	312000	624000	2023-08-17
400	2022	339100	163100	502200	2023-08-17
400	2021	339100	163100	502200	2023-08-17
400	2020	312500	136600	449100	2023-08-17
401	2022	0	1188900	1188900	2023-08-17
401	2021	0	1188900	1188900	2023-08-17
401	2020	0	1058500	1058500	2023-08-17
402	2022	1367100	1205000	2572100	2023-08-17
402	2021	1367100	1205000	2572100	2023-08-17
402	2020	1353500	950900	2304400	2023-08-17
405	2022	146300	143300	289600	2023-08-17
405	2021	147800	143300	291100	2023-08-17
405	2020	109200	109200	218400	2023-08-17
407	2022	0	420900	420900	2023-08-17
407	2021	0	420900	420900	2023-08-17
407	2020	0	339600	339600	2023-08-17
408	2022	171500	148500	320000	2023-08-17
408	2021	171500	148500	320000	2023-08-17
408	2020	139800	163400	303200	2023-08-17
415	2022	242800	371700	614500	2023-08-17
415	2021	242800	371700	614500	2023-08-17
415	2020	184700	317800	502500	2023-08-17
417	2022	34800	608700	643500	2023-08-17
417	2021	34800	608700	643500	2023-08-17
417	2020	34200	509600	543800	2023-08-17
418	2022	432100	205700	637800	2023-08-17
418	2021	442900	205700	648600	2023-08-17
418	2020	404000	207500	611500	2023-08-17
427	2022	317000	162800	479800	2023-08-17
427	2021	317000	162800	479800	2023-08-17
427	2020	260700	131000	391700	2023-08-17
429	2022	553700	262800	816500	2023-08-17
429	2021	553700	262800	816500	2023-08-17
429	2020	474700	322700	797400	2023-08-17
432	2022	0	23700	23700	2023-08-17
432	2021	0	23700	23700	2023-08-17
432	2020	0	19200	19200	2023-08-17
433	2022	37700	104500	142200	2023-08-17
433	2021	37700	104500	142200	2023-08-17
433	2020	53300	76500	129800	2023-08-17
434	2022	58600	184300	242900	2023-08-17
434	2021	58600	184300	242900	2023-08-17
434	2020	50400	122300	172700	2023-08-17
435	2022	104100	221200	325300	2023-08-17
435	2021	104100	221200	325300	2023-08-17
435	2020	112300	164300	276600	2023-08-17
436	2022	57700	187000	244700	2023-08-17
436	2021	60300	205800	266100	2023-08-17
436	2020	37300	165200	202500	2023-08-17
437	2022	682800	378100	1060900	2023-08-17
437	2021	674600	378100	1052700	2023-08-17
437	2020	475100	298400	773500	2023-08-17
438	2022	308800	261700	570500	2023-08-17
438	2021	308800	261700	570500	2023-08-17
438	2020	254000	232800	486800	2023-08-17
439	2022	0	6400	6400	2023-08-17
439	2021	0	6400	6400	2023-08-17
439	2020	0	5000	5000	2023-08-17
440	2022	53000	228900	281900	2023-08-17
440	2021	53000	228900	281900	2023-08-17
440	2020	43900	179000	222900	2023-08-17
441	2022	404100	455200	859300	2023-08-17
441	2021	393000	455200	848200	2023-08-17
441	2020	382300	346700	729000	2023-08-17
442	2022	229500	196700	426200	2023-08-17
442	2021	229500	196700	426200	2023-08-17
442	2020	240600	162200	402800	2023-08-17
446	2022	417800	344100	761900	2023-08-17
446	2021	417800	344100	761900	2023-08-17
446	2020	433400	828900	1262300	2023-08-17
447	2022	191200	228500	419700	2023-08-17
447	2021	191200	228500	419700	2023-08-17
447	2020	151800	246200	398000	2023-08-17
448	2022	396900	307500	704400	2023-08-17
448	2021	396900	307500	704400	2023-08-17
448	2020	379100	235200	614300	2023-08-17
450	2022	561400	1063100	1624500	2023-08-17
450	2021	561400	1057000	1618400	2023-08-17
450	2020	483000	994400	1477400	2023-08-17
454	2022	586600	840000	1426600	2023-08-17
454	2021	586400	840000	1426400	2023-08-17
454	2020	471100	750400	1221500	2023-08-17
457	2022	818800	409400	1228200	2023-08-17
457	2021	818800	409400	1228200	2023-08-17
457	2020	666000	459900	1125900	2023-08-17
458	2022	234800	272600	507400	2023-08-17
458	2021	234800	272600	507400	2023-08-17
458	2020	239700	235400	475100	2023-08-17
459	2022	293400	192000	485400	2023-08-17
459	2021	293400	192000	485400	2023-08-17
459	2020	235200	206500	441700	2023-08-17
460	2022	479100	279000	758100	2023-08-17
460	2021	479100	279000	758100	2023-08-17
460	2020	391500	236900	628400	2023-08-17
461	2022	714600	311800	1026400	2023-08-17
461	2021	673400	311800	985200	2023-08-17
461	2020	299300	249700	549000	2023-08-17
462	2022	544600	246100	790700	2023-08-17
462	2021	544600	246100	790700	2023-08-17
462	2020	438100	167700	605800	2023-08-17
463	2022	0	372200	372200	2023-08-17
463	2021	0	372200	372200	2023-08-17
463	2020	0	295500	295500	2023-08-17
465	2022	0	250900	250900	2023-08-17
465	2021	0	250900	250900	2023-08-17
465	2020	0	195500	195500	2023-08-17
469	2022	725500	271500	997000	2023-08-17
469	2021	725500	271500	997000	2023-08-17
469	2020	598800	240800	839600	2023-08-17
472	2022	715000	241600	956600	2023-08-17
472	2021	715000	241600	956600	2023-08-17
472	2020	586900	214600	801500	2023-08-17
473	2022	535100	210400	745500	2023-08-17
473	2021	535100	210400	745500	2023-08-17
473	2020	427400	186100	613500	2023-08-17
474	2022	358800	200000	558800	2023-08-17
474	2021	358800	200000	558800	2023-08-17
474	2020	322500	176700	499200	2023-08-17
475	2022	472000	379600	851600	2023-08-17
475	2021	472000	379600	851600	2023-08-17
475	2020	492300	317100	809400	2023-08-17
476	2022	285600	334600	620200	2023-08-17
476	2021	285600	334600	620200	2023-08-17
476	2020	261600	345100	606700	2023-08-17
478	2022	270800	522200	793000	2023-08-17
478	2021	270800	522200	793000	2023-08-17
478	2020	218200	506600	724800	2023-08-17
479	2022	750500	609400	1359900	2023-08-17
479	2021	750500	609400	1359900	2023-08-17
479	2020	724800	582700	1307500	2023-08-17
480	2022	233500	232000	465500	2023-08-17
480	2021	247100	232000	479100	2023-08-17
480	2020	182700	192300	375000	2023-08-17
482	2022	308300	229800	538100	2023-08-17
482	2021	308300	229800	538100	2023-08-17
482	2020	302700	189400	492100	2023-08-17
483	2022	0	700	700	2023-08-17
483	2021	0	700	700	2023-08-17
483	2020	0	600	600	2023-08-17
484	2022	431700	182200	613900	2023-08-17
484	2021	431700	182200	613900	2023-08-17
484	2020	387300	164200	551500	2023-08-17
486	2022	367800	218100	585900	2023-08-17
486	2021	367800	218100	585900	2023-08-17
486	2020	269200	196800	466000	2023-08-17
487	2022	165100	180000	345100	2023-08-17
487	2021	165100	180000	345100	2023-08-17
487	2020	163300	162200	325500	2023-08-17
488	2022	309400	248800	558200	2023-08-17
488	2021	309400	248800	558200	2023-08-17
488	2020	228000	265200	493200	2023-08-17
489	2022	225500	253700	479200	2023-08-17
489	2021	225500	253700	479200	2023-08-17
489	2020	306000	244300	550300	2023-08-17
490	2022	289700	211700	501400	2023-08-17
490	2021	289700	211700	501400	2023-08-17
490	2020	195900	249200	445100	2023-08-17
491	2022	311300	608300	919600	2023-08-17
491	2021	311300	608300	919600	2023-08-17
491	2020	439800	607900	1047700	2023-08-17
492	2022	146800	198600	345400	2023-08-17
492	2021	124500	198600	323100	2023-08-17
492	2020	112200	145600	257800	2023-08-17
493	2022	442700	693200	1135900	2023-08-17
493	2021	442700	693200	1135900	2023-08-17
493	2020	367000	683200	1050200	2023-08-17
494	2022	978200	559900	1538100	2023-08-17
494	2021	978200	559900	1538100	2023-08-17
494	2020	888400	515400	1403800	2023-08-17
495	2022	308000	333700	641700	2023-08-17
495	2021	308000	333700	641700	2023-08-17
495	2020	240400	323400	563800	2023-08-17
501	2022	63500	199300	262800	2023-08-17
501	2021	63500	199300	262800	2023-08-17
501	2020	65000	159200	224200	2023-08-17
505	2022	704800	688900	1393700	2023-08-17
505	2021	704800	688900	1393700	2023-08-17
505	2020	615900	571800	1187700	2023-08-17
506	2022	580400	356800	937200	2023-08-17
506	2021	580400	356800	937200	2023-08-17
506	2020	490100	315000	805100	2023-08-17
507	2022	"($43,300)"	653800	610500	2023-08-17
507	2021	326000	653800	979800	2023-08-17
507	2020	283000	562500	845500	2023-08-17
509	2022	339400	260800	600200	2023-08-17
509	2021	339400	260800	600200	2023-08-17
509	2020	346600	229600	576200	2023-08-17
510	2022	406200	343100	749300	2023-08-17
510	2021	406200	343100	749300	2023-08-17
510	2020	383700	348900	732600	2023-08-17
511	2022	196100	212500	408600	2023-08-17
511	2021	196100	212500	408600	2023-08-17
511	2020	190500	202000	392500	2023-08-17
512	2022	0	265100	265100	2023-08-17
512	2021	0	265100	265100	2023-08-17
512	2020	0	212700	212700	2023-08-17
513	2022	275900	214600	490500	2023-08-17
513	2021	275900	214600	490500	2023-08-17
513	2020	233800	249000	482800	2023-08-17
514	2022	365300	357000	722300	2023-08-17
514	2021	365300	357000	722300	2023-08-17
514	2020	330700	373200	703900	2023-08-17
515	2022	173600	187700	361300	2023-08-17
515	2021	173600	187700	361300	2023-08-17
515	2020	156900	180400	337300	2023-08-17
517	2022	331700	281800	613500	2023-08-17
517	2021	331700	281800	613500	2023-08-17
517	2020	279200	262000	541200	2023-08-17
518	2022	290800	217800	508600	2023-08-17
518	2021	290800	217800	508600	2023-08-17
518	2020	275100	177700	452800	2023-08-17
519	2022	142100	156900	299000	2023-08-17
519	2021	142100	156900	299000	2023-08-17
519	2020	124600	125100	249700	2023-08-17
520	2022	482800	204900	687700	2023-08-17
520	2021	482800	204900	687700	2023-08-17
520	2020	392700	164000	556700	2023-08-17
522	2022	133200	162100	295300	2023-08-17
522	2021	133200	162100	295300	2023-08-17
522	2020	118100	116600	234700	2023-08-17
526	2022	133300	217300	350600	2023-08-17
526	2021	133300	217300	350600	2023-08-17
526	2020	112300	155900	268200	2023-08-17
527	2022	312700	207400	520100	2023-08-17
527	2021	312700	207400	520100	2023-08-17
527	2020	342300	166300	508600	2023-08-17
529	2022	159300	181700	341000	2023-08-17
529	2021	159300	181700	341000	2023-08-17
529	2020	138200	145200	283400	2023-08-17
530	2022	458500	301900	760400	2023-08-17
530	2021	458500	301900	760400	2023-08-17
530	2020	496700	258000	754700	2023-08-17
532	2022	58700	182400	241100	2023-08-17
532	2021	58700	182400	241100	2023-08-17
532	2020	54400	160700	215100	2023-08-17
533	2022	561200	270000	831200	2023-08-17
533	2021	561200	270000	831200	2023-08-17
533	2020	497900	324100	822000	2023-08-17
537	2022	544100	312100	856200	2023-08-17
537	2021	544100	312100	856200	2023-08-17
537	2020	601700	274900	876600	2023-08-17
538	2022	379300	259400	638700	2023-08-17
538	2021	377000	259400	636400	2023-08-17
538	2020	336800	252900	589700	2023-08-17
540	2022	296800	300900	597700	2023-08-17
540	2021	296800	300900	597700	2023-08-17
540	2020	244500	305400	549900	2023-08-17
542	2022	184300	147700	332000	2023-08-17
542	2021	177800	147700	325500	2023-08-17
542	2020	164900	130300	295200	2023-08-17
543	2022	0	54100	54100	2023-08-17
543	2021	0	54100	54100	2023-08-17
543	2020	0	44300	44300	2023-08-17
544	2022	62700	171200	233900	2023-08-17
544	2021	62700	171200	233900	2023-08-17
544	2020	47900	113500	161400	2023-08-17
545	2022	109800	168200	278000	2023-08-17
545	2021	102700	168200	270900	2023-08-17
545	2020	86300	111000	197300	2023-08-17
546	2022	115400	217500	332900	2023-08-17
546	2021	115400	217500	332900	2023-08-17
546	2020	107900	178400	286300	2023-08-17
547	2022	175800	185500	361300	2023-08-17
547	2021	175800	185500	361300	2023-08-17
547	2020	168900	156700	325600	2023-08-17
552	2022	3600	276400	280000	2023-08-17
552	2021	3600	276400	280000	2023-08-17
552	2020	3500	247500	251000	2023-08-17
557	2022	114900	203800	318700	2023-08-17
557	2021	114900	203800	318700	2023-08-17
557	2020	91600	151000	242600	2023-08-17
558	2022	45800	161200	207000	2023-08-17
558	2021	45800	161200	207000	2023-08-17
558	2020	50400	127300	177700	2023-08-17
559	2022	300300	270400	570700	2023-08-17
559	2021	300300	270400	570700	2023-08-17
559	2020	257700	278200	535900	2023-08-17
560	2022	123400	162900	286300	2023-08-17
560	2021	123400	162900	286300	2023-08-17
560	2020	123500	128700	252200	2023-08-17
561	2022	0	12200	12200	2023-08-17
561	2021	0	12200	12200	2023-08-17
561	2020	0	11900	11900	2023-08-17
563	2022	344200	236700	580900	2023-08-17
563	2021	344200	236700	580900	2023-08-17
563	2020	299500	204300	503800	2023-08-17
564	2022	497800	657500	1155300	2023-08-17
564	2021	497800	657500	1155300	2023-08-17
564	2020	421500	550300	971800	2023-08-17
565	2022	247800	332200	580000	2023-08-17
565	2021	247800	332200	580000	2023-08-17
565	2020	256000	250200	506200	2023-08-17
569	2022	730600	508400	1239000	2023-08-17
569	2021	732700	508400	1241100	2023-08-17
569	2020	802700	447800	1250500	2023-08-17
570	2022	184400	577900	762300	2023-08-17
570	2021	184400	578000	762400	2023-08-17
570	2020	138500	487100	625600	2023-08-17
571	2022	169100	180000	349100	2023-08-17
571	2021	169100	180000	349100	2023-08-17
571	2020	120400	158500	278900	2023-08-17
572	2022	155200	183900	339100	2023-08-17
572	2021	181000	183900	364900	2023-08-17
572	2020	31500	117100	148600	2023-08-17
575	2022	862000	1131400	1993400	2023-08-17
575	2021	862000	1131400	1993400	2023-08-17
575	2020	731800	765900	1497700	2023-08-17
576	2022	2084100	1274800	3358900	2023-08-17
576	2021	2084100	1349300	3433400	2023-08-17
576	2020	1802900	943100	2746000	2023-08-17
578	2022	881300	822200	1703500	2023-08-17
578	2021	881300	1036100	1917400	2023-08-17
578	2020	931500	654800	1586300	2023-08-17
579	2022	443300	267200	710500	2023-08-17
579	2021	443300	267200	710500	2023-08-17
579	2020	360800	284400	645200	2023-08-17
580	2022	0	19300	19300	2023-08-17
580	2021	0	19300	19300	2023-08-17
580	2020	0	17500	17500	2023-08-17
581	2022	174700	567800	742500	2023-08-17
581	2021	169200	567800	737000	2023-08-17
581	2020	153400	521200	674600	2023-08-17
582	2022	1700400	671400	2371800	2023-08-17
582	2021	971900	671400	1643300	2023-08-17
582	2020	519000	518200	1037200	2023-08-17
584	2022	561900	531100	1093000	2023-08-17
584	2021	561900	531100	1093000	2023-08-17
584	2020	454200	550800	1005000	2023-08-17
591	2022	0	346300	346300	2023-08-17
591	2021	0	346300	346300	2023-08-17
591	2020	0	258900	258900	2023-08-17
592	2022	0	190200	190200	2023-08-17
592	2021	0	190200	190200	2023-08-17
592	2020	0	144900	144900	2023-08-17
593	2022	234800	372000	606800	2023-08-17
593	2021	234800	372000	606800	2023-08-17
593	2020	155100	330600	485700	2023-08-17
594	2022	541800	257000	798800	2023-08-17
594	2021	541800	257000	798800	2023-08-17
594	2020	459400	257300	716700	2023-08-17
597	2022	689900	399500	1089400	2023-08-17
597	2021	689900	399500	1089400	2023-08-17
597	2020	623600	376500	1000100	2023-08-17
598	2022	0	35000	35000	2023-08-17
598	2021	0	35000	35000	2023-08-17
598	2020	0	30000	30000	2023-08-17
600	2022	133000	128800	261800	2023-08-17
600	2021	133000	128800	261800	2023-08-17
600	2020	137600	109600	247200	2023-08-17
603	2022	0	250000	250000	2023-08-17
603	2021	0	250000	250000	2023-08-17
603	2020	0	254000	254000	2023-08-17
605	2022	189700	133300	323000	2023-08-17
605	2021	189700	133300	323000	2023-08-17
605	2020	192500	100000	292500	2023-08-17
607	2022	243800	191800	435600	2023-08-17
607	2021	243800	191800	435600	2023-08-17
607	2020	236400	133400	369800	2023-08-17
611	2022	672000	460500	1132500	2023-08-17
611	2021	672000	460500	1132500	2023-08-17
611	2020	600800	416800	1017600	2023-08-17
616	2022	403700	153200	556900	2023-08-17
616	2021	403700	153200	556900	2023-08-17
616	2020	285900	118900	404800	2023-08-17
617	2022	175400	155200	330600	2023-08-17
617	2021	153300	155200	308500	2023-08-17
617	2020	133900	126800	260700	2023-08-17
618	2022	83100	280100	363200	2023-08-17
618	2021	83100	280100	363200	2023-08-17
618	2020	89400	223900	313300	2023-08-17
620	2022	0	70300	70300	2023-08-17
620	2021	0	70300	70300	2023-08-17
620	2020	0	63800	63800	2023-08-17
621	2022	147500	203200	350700	2023-08-17
621	2021	147400	203200	350600	2023-08-17
621	2020	107100	169600	276700	2023-08-17
622	2022	97700	138300	236000	2023-08-17
622	2021	97700	138300	236000	2023-08-17
622	2020	94200	110600	204800	2023-08-17
623	2022	89500	210200	299700	2023-08-17
623	2021	89500	210200	299700	2023-08-17
623	2020	63100	155500	218600	2023-08-17
624	2022	301300	291700	593000	2023-08-17
624	2021	301300	291700	593000	2023-08-17
624	2020	281600	254600	536200	2023-08-17
625	2022	553700	220500	774200	2023-08-17
625	2021	553700	220500	774200	2023-08-17
625	2020	583700	191200	774900	2023-08-17
626	2022	428100	297700	725800	2023-08-17
626	2021	428100	297700	725800	2023-08-17
626	2020	317100	265600	582700	2023-08-17
627	2022	0	32700	32700	2023-08-17
627	2021	0	32700	32700	2023-08-17
627	2020	0	29800	29800	2023-08-17
633	2022	0	585800	585800	2023-08-17
633	2021	0	585800	585800	2023-08-17
633	2020	0	521100	521100	2023-08-17
634	2022	0	287800	287800	2023-08-17
634	2021	0	287800	287800	2023-08-17
634	2020	0	260700	260700	2023-08-17
635	2022	0	4200	4200	2023-08-17
635	2021	0	4200	4200	2023-08-17
635	2020	0	2900	2900	2023-08-17
636	2022	0	4200	4200	2023-08-17
636	2021	0	4200	4200	2023-08-17
636	2020	0	3300	3300	2023-08-17
637	2022	228800	81000	309800	2023-08-17
637	2021	228800	81000	309800	2023-08-17
637	2020	224000	48100	272100	2023-08-17
638	2022	279300	245000	524300	2023-08-17
638	2021	279300	245000	524300	2023-08-17
638	2020	267000	201900	468900	2023-08-17
639	2022	1610400	809400	2419800	2023-08-17
639	2021	1610400	809400	2419800	2023-08-17
639	2020	1516800	479600	1996400	2023-08-17
643	2022	0	40400	40400	2023-08-17
643	2021	0	40400	40400	2023-08-17
643	2020	0	37000	37000	2023-08-17
645	2022	243400	133300	376700	2023-08-17
645	2021	243400	133300	376700	2023-08-17
645	2020	240600	101500	342100	2023-08-17
647	2022	30000	302800	332800	2023-08-17
647	2021	30000	302800	332800	2023-08-17
647	2020	21600	233000	254600	2023-08-17
648	2022	838300	492700	1331000	2023-08-17
648	2021	838300	492700	1331000	2023-08-17
648	2020	685900	638500	1324400	2023-08-17
649	2022	318500	254900	573400	2023-08-17
649	2021	318500	254900	573400	2023-08-17
649	2020	282700	268400	551100	2023-08-17
650	2022	183500	235400	418900	2023-08-17
650	2021	183500	235400	418900	2023-08-17
650	2020	187900	222000	409900	2023-08-17
651	2022	183300	278100	461400	2023-08-17
651	2021	183300	278100	461400	2023-08-17
651	2020	180700	244500	425200	2023-08-17
652	2022	23900	208300	232200	2023-08-17
652	2021	23900	208300	232200	2023-08-17
652	2020	32100	154400	186500	2023-08-17
653	2022	68500	262400	330900	2023-08-17
653	2021	68500	262400	330900	2023-08-17
653	2020	94600	198400	293000	2023-08-17
654	2022	107000	377200	484200	2023-08-17
654	2021	107000	377200	484200	2023-08-17
654	2020	80800	294600	375400	2023-08-17
655	2022	480400	433200	913600	2023-08-17
655	2021	480400	433200	913600	2023-08-17
655	2020	421300	275600	696900	2023-08-17
659	2022	0	13900	13900	2023-08-17
659	2021	0	13900	13900	2023-08-17
659	2020	0	12100	12100	2023-08-17
664	2022	55700	128400	184100	2023-08-17
664	2021	55700	128400	184100	2023-08-17
664	2020	69800	107300	177100	2023-08-17
667	2022	18200	100700	118900	2023-08-17
667	2021	18200	100700	118900	2023-08-17
667	2020	21800	65500	87300	2023-08-17
673	2022	44600	225800	270400	2023-08-17
673	2021	44600	225800	270400	2023-08-17
673	2020	51500	169300	220800	2023-08-17
675	2022	0	52400	52400	2023-08-17
675	2021	0	52400	52400	2023-08-17
675	2020	0	47600	47600	2023-08-17
686	2022	0	11600	11600	2023-08-17
686	2021	0	11600	11600	2023-08-17
686	2020	0	10500	10500	2023-08-17
688	2022	2600	47600	50200	2023-08-17
688	2021	2600	47600	50200	2023-08-17
688	2020	2300	50000	52300	2023-08-17
689	2022	309800	207100	516900	2023-08-17
689	2021	301300	207100	508400	2023-08-17
689	2020	223400	183700	407100	2023-08-17
690	2022	726400	200500	926900	2023-08-17
690	2021	726400	200500	926900	2023-08-17
690	2020	591800	191700	783500	2023-08-17
